Account;Account name;Campaign#Original;Campaign;Labels;Campaign Type;Networks;Budget;Budget type;EU political ads;Standard conversion goals;Customer acquisition;Languages;Bid Strategy Type;Bid Strategy Name;Enhanced CPC;Start Date;End Date;Broad match keywords;Ad Schedule;Ad rotation;Content exclusions;Targeting method;Exclusion method;Audience targeting;Flexible Reach;AI Max;Text customization;Final URL expansion;Ad Group#Original;Ad Group;Max CPC;Max CPM;Target CPA;Max CPV;Target CPV;Percent CPC;Target CPM;Target ROAS;Target CPC;Desktop Bid Modifier;Mobile Bid Modifier;Tablet Bid Modifier;TV Screen Bid Modifier;Display Network Custom Bid Type;Optimized targeting;Strict age and gender targeting;Search term matching;Ad Group Type;Channels;Audience name;Age demographic;Gender demographic;Income demographic;Parental status demographic;Remarketing audience segments;Interest categories;Life events;Custom audience segments;Detailed demographics;Remarketing audience exclusions;Tracking template;Final URL suffix;Custom parameters;ID#Original;ID;Location#Original;Location;Location type;Reach;Location groups#Original;Location groups;Radius#Original;Radius;Unit#Original;Unit;Bid Modifier;Keyword#Original;Keyword;Criterion Type#Original;Criterion Type;First page bid;Top of page bid;First position bid;Quality score;Landing page experience;Expected CTR;Ad relevance;Final URL;Final mobile URL;Ad type;Headline 1#Original;Headline 1;Headline 1 position;Headline 2#Original;Headline 2;Headline 2 position;Headline 3#Original;Headline 3;Headline 3 position;Headline 4;Headline 4 position;Headline 5;Headline 5 position;Headline 6;Headline 6 position;Headline 7;Headline 7 position;Headline 8;Headline 8 position;Headline 9;Headline 9 position;Headline 10;Headline 10 position;Headline 11;Headline 11 position;Headline 12;Headline 12 position;Headline 13;Headline 13 position;Headline 14;Headline 14 position;Headline 15;Headline 15 position;Description 1#Original;Description 1;Description 1 position;Description 2#Original;Description 2;Description 2 position;Description 3;Description 3 position;Description 4;Description 4 position;Path 1;Path 2;Shared set name#Original;Shared set name;Shared set type;Keyword count;Link Text#Original;Link Text;Description Line 1#Original;Description Line 1;Description Line 2#Original;Description Line 2;Upgraded extension;Source;Link source;Final URL#Original;Header#Original;Header;Snippet Values#Original;Snippet Values;Callout text#Original;Callout text;Phone Number#Original;Phone Number;Country of Phone#Original;Country of Phone;Conversion Action;Campaign Status;Ad Group Status;Status;Approval Status;Ad strength;Comment
801-957-6699;Voorbeeldaccount Stan;;Van Beynen NL | Search | Schoorsteenveger + STAD;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger Nijmegen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://vanbeynenschoorsteenvegers.nl/?kw=Nijmegen&tel=024-1234567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bekijk De Vaste Prijzen;Bekijk De Vaste Prijzen;Eerste Kanaal Voor €59,50;Eerste Kanaal Voor €59,50;Geen Voorrijkosten;Geen Voorrijkosten;[];Advertiser;Advertiser;https://vanbeynenschoorsteenvegers.nl/?kw=Nijmegen&tel=024-1234567;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;Van Beynen NL | Search | Schoorsteenveger + STAD;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger Nijmegen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://vanbeynenschoorsteenvegers.nl/?kw=Nijmegen&tel=024-1234567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Zo Werken Wij;Zo Werken Wij;Lees Over Binnen En Buiten Vegen;Lees Over Binnen En Buiten Vegen;Duidelijk En Zonder Verrassingen;Duidelijk En Zonder Verrassingen;[];Advertiser;Advertiser;https://vanbeynenschoorsteenvegers.nl/?kw=Nijmegen&tel=024-1234567;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;Van Beynen NL | Search | Schoorsteenveger + STAD;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger Nijmegen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://vanbeynenschoorsteenvegers.nl/?kw=Nijmegen&tel=024-1234567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plan Uw Veegbeurt;Plan Uw Veegbeurt;Vraag Direct Uw Afspraak Aan;Vraag Direct Uw Afspraak Aan;Wij Nemen Snel Contact Op;Wij Nemen Snel Contact Op;[];Advertiser;Advertiser;https://vanbeynenschoorsteenvegers.nl/?kw=Nijmegen&tel=024-1234567;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;Van Beynen NL | Search | Schoorsteenveger + STAD;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger Nijmegen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://vanbeynenschoorsteenvegers.nl/?kw=Nijmegen&tel=024-1234567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bel Van Beynen;Bel Van Beynen;Bel Direct Voor Een Afspraak;Bel Direct Voor Een Afspraak;Persoonlijk Contact In Uw Regio;Persoonlijk Contact In Uw Regio;[];Advertiser;Advertiser;https://vanbeynenschoorsteenvegers.nl/?kw=Nijmegen&tel=024-1234567;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;Van Beynen NL | Search | Schoorsteenveger + STAD;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger Nijmegen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://vanbeynenschoorsteenvegers.nl/?kw=Nijmegen&tel=024-1234567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Veegbewijs Na Afloop;Veegbewijs Na Afloop;Ontvang Uw Veegbewijs Na Het Vegen;Ontvang Uw Veegbewijs Na Het Vegen;Handig Voor Uw Verzekering;Handig Voor Uw Verzekering;[];Advertiser;Advertiser;https://vanbeynenschoorsteenvegers.nl/?kw=Nijmegen&tel=024-1234567;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;Van Beynen NL | Search | Schoorsteenveger + STAD;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger Nijmegen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://vanbeynenschoorsteenvegers.nl/?kw=Nijmegen&tel=024-1234567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Afspraak Aanvragen;Afspraak Aanvragen;Plan Online Uw Veegbeurt;Plan Online Uw Veegbeurt;Voor Nijmegen En Omgeving;Voor Nijmegen En Omgeving;[];Advertiser;Advertiser;https://vanbeynenschoorsteenvegers.nl/?kw=Nijmegen&tel=024-1234567;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;Van Beynen NL | Search | Schoorsteenveger + STAD;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger Nijmegen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://vanbeynenschoorsteenvegers.nl/?kw=Nijmegen&tel=024-1234567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Waarom Van Beynen;Waarom Van Beynen;30+ Jaar Ervaring In Het Vak;30+ Jaar Ervaring In Het Vak;Netjes En Persoonlijk Geholpen;Netjes En Persoonlijk Geholpen;[];Advertiser;Advertiser;https://vanbeynenschoorsteenvegers.nl/?kw=Nijmegen&tel=024-1234567;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;Van Beynen NL | Search | Schoorsteenveger + STAD;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger Nijmegen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;Geen Voorrijkosten;Geen Voorrijkosten;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;Van Beynen NL | Search | Schoorsteenveger + STAD;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger Nijmegen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;Netjes Binnen Of Buiten;Netjes Binnen Of Buiten;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;Van Beynen NL | Search | Schoorsteenveger + STAD;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger Nijmegen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;Veegbewijs Na Afloop;Veegbewijs Na Afloop;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;Van Beynen NL | Search | Schoorsteenveger + STAD;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger Nijmegen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;Geen Kosten Per Meter;Geen Kosten Per Meter;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;Van Beynen NL | Search | Schoorsteenveger + STAD;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger Nijmegen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;Eerste Kanaal €59,50;Eerste Kanaal €59,50;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;Van Beynen NL | Search | Schoorsteenveger + STAD;;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger Nijmegen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;30+ Jaar Ervaring;30+ Jaar Ervaring;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;Van Beynen NL | Search | Schoorsteenveger + STAD;;;;;;;;;;;;;;;;[];;;;;;;;;;;Schoorsteenveger Nijmegen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;;;024-1234567;024-1234567;NL;NL;Use account settings;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;Van Beynen NL | Search | Schoorsteenveger + STAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2528;2528;Nederland;Nederland;Country;34200000;[];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;Van Beynen NL | Search | Schoorsteenveger + STAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schoorsteen zonder kosten;Schoorsteen zonder kosten;Shared negative keyword list;453;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;Van Beynen NL | Search | Schoorsteenveger + STAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;Services;Services;"Schoorsteen Vegen
Binnenuit Vegen
Buitenaf Vegen
Camera Inspectie
Vogelnest Verwijderen
Schoorsteenkap Plaatsen
Pelletkachel Reinigen";"Schoorsteen Vegen
Binnenuit Vegen
Buitenaf Vegen
Camera Inspectie
Vogelnest Verwijderen
Schoorsteenkap Plaatsen
Pelletkachel Reinigen";;;;;;;;Paused;;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;Van Beynen NL | Search | Schoorsteenveger + STAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;Typen;Typen;"Houtkachel
Open Haard
Pelletkachel
Inbouwhaard";"Houtkachel
Open Haard
Pelletkachel
Inbouwhaard";;;;;;;;Paused;;Enabled;Approved;;
