Account;Account name;Campaign#Original;Campaign;Labels;Campaign Type;Networks;Budget;Budget type;EU political ads;Standard conversion goals;Customer acquisition;Languages;Bid Strategy Type;Bid Strategy Name;Enhanced CPC;Start Date;End Date;Broad match keywords;Ad Schedule;Ad rotation;Content exclusions;Targeting method;Exclusion method;Audience targeting;Flexible Reach;AI Max;Text customization;Final URL expansion;Ad Group#Original;Ad Group;Max CPC;Max CPM;Target CPA;Max CPV;Target CPV;Percent CPC;Target CPM;Target ROAS;Target CPC;Desktop Bid Modifier;Mobile Bid Modifier;Tablet Bid Modifier;TV Screen Bid Modifier;Display Network Custom Bid Type;Optimized targeting;Strict age and gender targeting;Search term matching;Ad Group Type;Channels;Audience name;Age demographic;Gender demographic;Income demographic;Parental status demographic;Remarketing audience segments;Interest categories;Life events;Custom audience segments;Detailed demographics;Remarketing audience exclusions;Tracking template;Final URL suffix;Custom parameters;ID#Original;ID;Location#Original;Location;Location type;Reach;Location groups#Original;Location groups;Radius#Original;Radius;Unit#Original;Unit;Bid Modifier;Keyword#Original;Keyword;Criterion Type#Original;Criterion Type;First page bid;Top of page bid;First position bid;Quality score;Landing page experience;Expected CTR;Ad relevance;Final URL;Final mobile URL;Ad type;Headline 1#Original;Headline 1;Headline 1 position;Headline 2#Original;Headline 2;Headline 2 position;Headline 3#Original;Headline 3;Headline 3 position;Headline 4;Headline 4 position;Headline 5;Headline 5 position;Headline 6;Headline 6 position;Headline 7;Headline 7 position;Headline 8;Headline 8 position;Headline 9;Headline 9 position;Headline 10;Headline 10 position;Headline 11;Headline 11 position;Headline 12;Headline 12 position;Headline 13;Headline 13 position;Headline 14;Headline 14 position;Headline 15;Headline 15 position;Description 1#Original;Description 1;Description 1 position;Description 2#Original;Description 2;Description 2 position;Description 3;Description 3 position;Description 4;Description 4 position;Path 1;Path 2;Shared set name#Original;Shared set name;Shared set type;Keyword count;Link Text#Original;Link Text;Description Line 1#Original;Description Line 1;Description Line 2#Original;Description Line 2;Upgraded extension;Source;Link source;Final URL#Original;Header#Original;Header;Snippet Values#Original;Snippet Values;Callout text#Original;Callout text;Phone Number#Original;Phone Number;Country of Phone#Original;Country of Phone;Conversion Action;Campaign Status;Ad Group Status;Status;Approval Status;Ad strength;Comment
801-957-6699;Voorbeeldaccount Stan;;[Klantnaam] NL | Search | Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rookkanaal schoonmaken;rookkanaal schoonmaken;Exact;Exact;1.90;;;; -; -; -;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;[Klantnaam] NL | Search | Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;Schoorsteenveger;1.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;schoorsteen laten reinigen;schoorsteen laten reinigen;Exact;Exact;3.76;;;; -; -; -;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;[Klantnaam] NL | Search | Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;Schoorsteenveger;1.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;schoorsteenveegbedrijf;schoorsteenveegbedrijf;Exact;Exact;2.13;;;; -; -; -;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;[Klantnaam] NL | Search | Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;Schoorsteenveger;1.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;schoorsteen laten vegen;schoorsteen laten vegen;Exact;Exact;6.38;;;; -; -; -;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;[Klantnaam] NL | Search | Lokaal [Plaats];Netnummer 024;;;;;;;;;;;;;;;;;;;;;;;;;;Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]?kw=[Plaats]&tel=[Nummer];;Responsive search ad;Schoorsteenveger [Plaats];Schoorsteenveger [Plaats]; -;[Klantnaam] In [Plaats];[Klantnaam] In [Plaats]; -;Transparante Scherpe Tarieven;Transparante Scherpe Tarieven; -;Vaste Veegprijs Van €[prijs]; -;Schoorsteen Laten Vegen?; -;Schoorsteen Vegen [Plaats]; -;Veegbewijs Direct Na Veegbeurt; -;Onderhoudsabonnement Mogelijk; -;Schoorsteenveegbedrijf Beynen; -;Wij Laten Alles Netjes Achter; -;Plan Uw Veegbeurt Tijdig; -;Rookkanaal Vegen [Plaats]; -;Schoorsteen Reinigen [Plaats]; -;Zekerheid Met Achteraf Betalen; -;Schoorsteen Laten Schoonmaken; -;[Klantnaam] veegt uw schoorsteen in [Plaats]. Vaste prijs vooraf, zonder voorrijkosten.;[Klantnaam] veegt uw schoorsteen in [Plaats]. Vaste prijs vooraf, zonder voorrijkosten.; -;Vaste veegprijs van €[prijs]. Inclusief btw en veegbon na afloop.;Vaste veegprijs van €[prijs]. Inclusief btw en veegbon na afloop.; -;Wij vegen netjes vanuit de woning of vanaf het dak. Wij laten geen rommel achter.; -;Plan uw veegbeurt online of bel direct. Al meer dan 30 jaar vertrouwd vakwerk.; -;[Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;Excellent;
801-957-6699;Voorbeeldaccount Stan;;[Klantnaam] NL | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bel [Klantnaam];Bel [Klantnaam];Bel Direct Voor Een Afspraak;Bel Direct Voor Een Afspraak;Persoonlijk Contact In Uw Regio;Persoonlijk Contact In Uw Regio;[];Advertiser;Advertiser;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;[Klantnaam] NL | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Afspraak Aanvragen;Afspraak Aanvragen;Plan Online Uw Veegbeurt;Plan Online Uw Veegbeurt;Voor [Plaats] En Omgeving;Voor [Plaats] En Omgeving;[];Advertiser;Advertiser;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;[Klantnaam] NL | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Over [Klantnaam];Over [Klantnaam];Al Meer Dan 30 Jaar Ervaring;Al Meer Dan 30 Jaar Ervaring;Eerlijk Advies En Netjes Werk;Eerlijk Advies En Netjes Werk;[];Advertiser;Advertiser;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;[Klantnaam] NL | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Veegbewijs Na Afloop;Veegbewijs Na Afloop;Ontvang Uw Veegbewijs Na Het Vegen;Ontvang Uw Veegbewijs Na Het Vegen;Handig Voor Uw Verzekering;Handig Voor Uw Verzekering;[];Advertiser;Advertiser;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;[Klantnaam] NL | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Waarom [Klantnaam];Waarom [Klantnaam];30+ Jaar Ervaring In Het Vak;30+ Jaar Ervaring In Het Vak;Netjes En Persoonlijk Geholpen;Netjes En Persoonlijk Geholpen;[];Advertiser;Advertiser;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;[Klantnaam] NL | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bekijk De Vaste Prijzen;Bekijk De Vaste Prijzen;Eerste Kanaal Voor €[prijs];Eerste Kanaal Voor €[prijs];Geen Voorrijkosten;Geen Voorrijkosten;[];Advertiser;Advertiser;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;[Klantnaam] NL | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plan Uw Veegbeurt;Plan Uw Veegbeurt;Vraag Direct Uw Afspraak Aan;Vraag Direct Uw Afspraak Aan;Wij Nemen Snel Contact Op;Wij Nemen Snel Contact Op;[];Advertiser;Advertiser;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;[Klantnaam] NL | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Zo Werken Wij;Zo Werken Wij;Lees Over Binnen En Buiten Vegen;Lees Over Binnen En Buiten Vegen;Duidelijk En Zonder Verrassingen;Duidelijk En Zonder Verrassingen;[];Advertiser;Advertiser;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;[Klantnaam] NL | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;30+ Jaar Ervaring;30+ Jaar Ervaring;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;[Klantnaam] NL | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;Geen Voorrijkosten;Geen Voorrijkosten;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;[Klantnaam] NL | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;Geen Kosten Per Meter;Geen Kosten Per Meter;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;[Klantnaam] NL | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;Veegbewijs Na Afloop;Veegbewijs Na Afloop;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;[Klantnaam] NL | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;Eerste Kanaal €[prijs];Eerste Kanaal €[prijs];;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;[Klantnaam] NL | Search | Lokaal [Plaats];;;;;;;;;;;;;[];[];;[];;;;;;;;;;;Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;Netjes Binnen Of Buiten;Netjes Binnen Of Buiten;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;[Klantnaam] NL | Search | Lokaal [Plaats];;;;;;;;;;;;;;;;[];;;;;;;;;;;Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];Advertiser;Advertiser;;;;;;;;[Nummer];[Nummer];NL;NL;Use account settings;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;[Klantnaam] NL | Search | Lokaal [Plaats];;;;;;;;;All;;;;;;;;;;;;Audience segments;"Audience segments;Genders;Ages;Parental status;Household incomes";;;;Kosten Schoorsteenveger;Kosten Schoorsteenveger;1.57;0.01;;;0.01;;0.01;;;;;;;None;Disabled;Disabled;Disabled;Standard;[];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;;;;
801-957-6699;Voorbeeldaccount Stan;;[Klantnaam] NL | Search | Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;Kosten Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kosten schoorsteen vegen;kosten schoorsteen vegen;Exact;Exact;0.90;;;; -; -; -;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;[Klantnaam] NL | Search | Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;Kosten Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;prijs schoorsteenveger;prijs schoorsteenveger;Exact;Exact;1.25;;;; -; -; -;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
801-957-6699;Voorbeeldaccount Stan;;[Klantnaam] NL | Search | Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;Kosten Schoorsteenveger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;schoorsteenveger kosten;schoorsteenveger kosten;Exact;Exact;1.03;;;; -; -; -;[url]?kw=[Plaats]&tel=[Nummer];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;Enabled;Enabled;Approved;;
